sample,aa_precision,aa_recall,aa_accuracy,aa_f1,peptide_precision,peptide_recall,peptide_accuracy,peptide_f1
EV1,0.940317,0.933128,0.930579,0.936709,0.720361,0.375672,0.327859,0.493816
